Event Time,Message,Log group,Log stream
2025-05-15T21:22:32.736Z,"[INFO]	2025-05-15T21:22:32.736Z	b03a3849-1862-5328-959a-58e94531d1cb	Found credentials in environment variables.
",477591219415:/aws/lambda/dev-cidb2-reporter,2025/05/15/[$LATEST]1228a99da7e94fc9a203336f1bb10747
2025-05-15T21:22:33.203Z,"[INFO]	2025-05-15T21:22:33.203Z	b03a3849-1862-5328-959a-58e94531d1cb	csv row:{'Type': 'AWS::IAM::Policy', 'Arn': 'arn:aws:iam::053210025230:policy/KinesisFirehoseSplunk2022051914163538720000001d', 'Tags': '{""SOXBackup"": ""NA"", ""fin_billing_model"": ""dedicated"", ""sec_approval"": ""cloudsecarch-36365916"", ""sec_data_sensitivity"": ""highly_restricted"", ""fin_billing_environment"": ""labs"", ""inv_eon_id"": ""309816"", ""AppName"": ""Landing Zone"", ""sec_tam_environment"": ""dev"", ""obs_owning_contact"": ""itawscoreservices@eatonvance.com"", ""AppId"": ""lanz01"", ""PointOfContact"": ""ITAWSCoreServices@eatonvance.com"", ""SourceBranch"": ""https://github.com/Eaton-Vance-Corp/landing-zone"", ""DataType"": ""Highly Restricted"", ""Environment"": ""dev"", ""fin_billing_eon_id"": ""309816""}', 'AWSConfig': '{""version"": ""1.3"", ""accountId"": ""053210025230"", ""configurationItemCaptureTime"": ""2024-05-14T18:42:04.997000+00:00"", ""configurationItemStatus"": ""OK"", ""configurationStateId"": ""1715712124997"", ""configurationItemMD5Hash"": """", ""arn"": ""arn:aws:iam::053210025230:policy/KinesisFirehoseSplunk2022051914163538720000001d"", ""resourceType"": ""AWS::IAM::Policy"", ""resourceId"": ""ANPAQYY4QRUHA2FYQXZGI"", ""resourceName"": ""KinesisFirehoseSplunk2022051914163538720000001d"", ""awsRegion"": ""global"", ""availabilityZone"": ""Not Applicable"", ""resourceCreationTime"": ""2022-05-19T14:16:35+00:00"", ""tags"": {}, ""relatedEvents"": [], ""relationships"": [{""resourceType"": ""AWS::IAM::Role"", ""resourceId"": ""AROAQYY4QRUHEJLX2DMED"", ""resourceName"": ""KinesisFirehoseSplunk2022051914155803760000000a"", ""relationshipName"": ""Is attached to Role""}], ""configuration"": ""{\\""policyName\\"":\\""KinesisFirehoseSplunk2022051914163538720000001d\\"",\\""policyId\\"":\\""ANPAQYY4QRUHA2FYQXZGI\\"",\\""arn\\"":\\""arn:aws:iam::053210025230:policy/KinesisFirehoseSplunk2022051914163538720000001d\\"",\\""path\\"":\\""/\\"",\\""defaultVersionId\\"":\\""v1\\"",\\""attachmentCount\\"":1,\\""permissionsBoundaryUsageCount\\"":0,\\""isAttachable\\"":true,\\""description\\"":null,\\""createDate\\"":\\""2022-05-19T14:16:35.000Z\\"",\\""updateDate\\"":\\""2022-05-19T14:16:35.000Z\\"",\\""policyVersionList\\"":[{\\""document\\"":\\""%7B%22Statement%22%3A%5B%7B%22Action%22%3A%5B%22s3%3APutObject%22%2C%22s3%3AListBucketMultipartUploads%22%2C%22s3%3AListBucket%22%2C%22s3%3AGetObject%22%2C%22s3%3AGetBucketLocation%22%2C%22s3%3AAbortMultipartUpload%22%5D%2C%22Effect%22%3A%22Allow%22%2C%22Resource%22%3A%5B%22arn%3Aaws%3As3%3A%3A%3Aevcesandbox-us-east-2-priv-cf%2F%2A%22%2C%22arn%3Aaws%3As3%3A%3A%3Aevcesandbox-us-east-2-priv-cf%22%5D%2C%22Sid%22%3A%22%22%7D%2C%7B%22Action%22%3A%5B%22lambda%3AInvokeFunction%22%2C%22lambda%3AGetFunctionConfiguration%22%5D%2C%22Effect%22%3A%22Allow%22%2C%22Resource%22%3A%22arn%3Aaws%3Alambda%3Aus-east-2%3A053210025230%3Afunction%3Aevcesandbox-us-east-2-cf-processor%3A%24LATEST%22%2C%22Sid%22%3A%22%22%7D%2C%7B%22Action%22%3A%22logs%3APutLogEvents%22%2C%22Effect%22%3A%22Allow%22%2C%22Resource%22%3A%22arn%3Aaws%3Alogs%3Aus-east-2%3A053210025230%3Alog-group%3A%2Faws%2Fkinesisfirehose%2Fevcesandbox-us-east-2-cf%3Alog-stream%3A%2A%22%2C%22Sid%22%3A%22%22%7D%2C%7B%22Action%22%3A%5B%22kinesis%3AListShards%22%2C%22kinesis%3AGetShardIterator%22%2C%22kinesis%3AGetRecords%22%2C%22kinesis%3ADescribeStream%22%5D%2C%22Effect%22%3A%22Allow%22%2C%22Resource%22%3A%22arn%3Aaws%3Akinesis%3Aus-east-2%3A053210025230%3Astream%2Fevcesandbox-us-east-2-cf%22%2C%22Sid%22%3A%22%22%7D%2C%7B%22Action%22%3A%22kms%3ADecrypt%22%2C%22Condition%22%3A%7B%22StringEquals%22%3A%7B%22kms%3AViaService%22%3A%22kinesis.us-east-2.amazonaws.com%22%7D%2C%22StringLike%22%3A%7B%22kms%3AEncryptionContext%3Aaws%3Akinesis%3Aarn%22%3A%22arn%3Aaws%3Akinesis%3Aus-east-2%3A053210025230%3Astream%2Fevcesandbox-us-east-2-cf%22%7D%7D%2C%22Effect%22%3A%22Allow%22%2C%22Resource%22%3A%22arn%3Aaws%3Akms%3Aus-east-2%3A053210025230%3Aalias%2Faws%2Fkinesis%22%2C%22Sid%22%3A%22%22%7D%5D%2C%22Version%22%3A%222012-10-17%22%7D\\"",\\""versionId\\"":\\""v1\\"",\\""isDefaultVersion\\"":true,\\""createDate\\"":\\""2022-05-19T14:16:35.000Z\\""}]}"", ""supplementaryConfiguration"": {}}'}
",477591219415:/aws/lambda/dev-cidb2-reporter,2025/05/15/[$LATEST]1228a99da7e94fc9a203336f1bb10747
2025-05-15T21:22:33.466Z,"[INFO]	2025-05-15T21:22:33.466Z	b03a3849-1862-5328-959a-58e94531d1cb	csv row:{'Type': 'AWS::IAM::Policy', 'Arn': 'arn:aws:iam::053210025230:policy/KinesisFirehoseSplunk20210826175856844400000021', 'Tags': '{""SOXBackup"": ""NA"", ""fin_billing_model"": ""dedicated"", ""sec_approval"": ""cloudsecarch-36365916"", ""sec_data_sensitivity"": ""highly_restricted"", ""fin_billing_environment"": ""labs"", ""inv_eon_id"": ""309816"", ""AppName"": ""Landing Zone"", ""sec_tam_environment"": ""dev"", ""obs_owning_contact"": ""itawscoreservices@eatonvance.com"", ""AppId"": ""lanz01"", ""PointOfContact"": ""ITAWSCoreServices@eatonvance.com"", ""SourceBranch"": ""https://github.com/Eaton-Vance-Corp/landing-zone"", ""DataType"": ""Highly Restricted"", ""Environment"": ""dev"", ""fin_billing_eon_id"": ""309816""}', 'AWSConfig': '{""version"": ""1.3"", ""accountId"": ""053210025230"", ""configurationItemCaptureTime"": ""2025-04-24T17:36:08.877000+00:00"", ""configurationItemStatus"": ""OK"", ""configurationStateId"": ""1745516168877"", ""configurationItemMD5Hash"": """", ""arn"": ""arn:aws:iam::053210025230:policy/KinesisFirehoseSplunk20210826175856844400000021"", ""resourceType"": ""AWS::IAM::Policy"", ""resourceId"": ""ANPAQYY4QRUHA544AS6ND"", ""resourceName"": ""KinesisFirehoseSplunk20210826175856844400000021"", ""awsRegion"": ""global"", ""availabilityZone"": ""Not Applicable"", ""resourceCreationTime"": ""2021-08-26T17:58:57+00:00"", ""tags"": {}, ""relatedEvents"": [], ""relationships"": [{""resourceType"": ""AWS::IAM::Role"", ""resourceId"": ""AROAQYY4QRUHJJMX6T7QJ"", ""resourceName"": ""KinesisFirehoseSplunk20210826175806717900000009"", ""relationshipName"": ""Is attached to Role""}], ""configuration"": ""{\\""policyName\\"":\\""KinesisFirehoseSplunk20210826175856844400000021\\"",\\""policyId\\"":\\""ANPAQYY4QRUHA544AS6ND\\"",\\""arn\\"":\\""arn:aws:iam::053210025230:policy/KinesisFirehoseSplunk20210826175856844400000021\\"",\\""path\\"":\\""/\\"",\\""defaultVersionId\\"":\\""v3\\"",\\""attachmentCount\\"":1,\\""permissionsBoundaryUsageCount\\"":0,\\""isAttachable\\"":true,\\""description\\"":null,\\""createDate\\"":\\""2021-08-26T17:58:57.000Z\\"",\\""updateDate\\"":\\""2025-04-24T17:35:58.000Z\\"",\\""policyVersionList\\"":[{\\""document\\"":\\""%7B%22Statement%22%3A%5B%7B%22Action%22%3A%5B%22s3%3APutObject%22%2C%22s3%3AListBucketMultipartUploads%22%2C%22s3%3AListBucket%22%2C%22s3%3AGetObject%22%2C%22s3%3AGetBucketLocation%22%2C%22s3%3AAbortMultipartUpload%22%5D%2C%22Effect%22%3A%22Allow%22%2C%22Resource%22%3A%5B%22arn%3Aaws%3As3%3A%3A%3Aevcesandbox-us-east-1-priv-cw-vpcflow%2F%2A%22%2C%22arn%3Aaws%3As3%3A%3A%3Aevcesandbox-us-east-1-priv-cw-vpcflow%22%5D%2C%22Sid%22%3A%22%22%7D%2C%7B%22Action%22%3A%5B%22lambda%3AInvokeFunction%22%2C%22lambda%3AGetFunctionConfiguration%22%5D%2C%22Effect%22%3A%22Allow%22%2C%22Resource%22%3A%22arn%3Aaws%3Alambda%3Aus-east-1%3A053210025230%3Afunction%3Aevcesandbox-us-east-1-cw-vpcflow-processor%3A%24LATEST%22%2C%22Sid%22%3A%22%22%7D%2C%7B%22Action%22%3A%22logs%3APutLogEvents%22%2C%22Effect%22%3A%22Allow%22%2C%22Resource%22%3A%22arn%3Aaws%3Alogs%3Aus-east-1%3A053210025230%3Alog-group%3A%2Faws%2Fkinesisfirehose%2Fevcesandbox-us-east-1-cw-vpcflow%3Alog-stream%3A%2A%22%2C%22Sid%22%3A%22%22%7D%5D%2C%22Version%22%3A%222012-10-17%22%7D\\"",\\""versionId\\"":\\""v3\\"",\\""isDefaultVersion\\"":true,\\""createDate\\"":\\""2025-04-24T17:35:58.000Z\\""},{\\""document\\"":\\""%7B%22Statement%22%3A%5B%7B%22Action%22%3A%5B%22s3%3APutObject%22%2C%22s3%3AListBucketMultipartUploads%22%2C%22s3%3AListBucket%22%2C%22s3%3AGetObject%22%2C%22s3%3AGetBucketLocation%22%2C%22s3%3AAbortMultipartUpload%22%5D%2C%22Effect%22%3A%22Allow%22%2C%22Resource%22%3A%5B%22arn%3Aaws%3As3%3A%3A%3Aevcesandbox-us-east-1-priv-cw-vpcflow%2F%2A%22%2C%22arn%3Aaws%3As3%3A%3A%3Aevcesandbox-us-east-1-priv-cw-vpcflow%22%5D%2C%22Sid%22%3A%22%22%7D%2C%7B%22Action%22%3A%5B%22lambda%3AInvokeFunction%22%2C%22lambda%3AGetFunctionConfiguration%22%5D%2C%22Effect%22%3A%22Allow%22%2C%22Resource%22%3A%22arn%3Aaws%3Alambda%3Aus-east-1%3A053210025230%3Afunction%3ACWIACS-6822CW-processor%3A%24LATEST%22%2C%22Sid%22%3A%22%22%7D%2C%7B%22Action%22%3A%22logs%3APutLogEvents%22%2C%22Effect%22%3A%22Allow%22%2C%22Resource%22%3A%22arn%3Aaws%3Alogs%3Aus-east-1%3A053210025230%3Alog-group%3A%2Faws%2Fkinesisfirehose%2FCWIACS-6822CW%3Alog-stream%3A%2A%22%2C%22Sid%22%3A%22%22%7D%5D%2C%22Version%22%3A%222012-10-17%22%7D\\"",\\""versionId\\"":\\""v2\\"",\\""isDefaultVersion\\"":false,\\""createDate\\"":\\""2025-04-23T13:56:23.000Z\\""},{\\""document\\"":\\""%7B%0A%20%20%22Version%22%3A%20%222012-10-17%22%2C%0A%20%20%22Statement%22%3A%20%5B%0A%20%20%20%20%7B%0A%20%20%20%20%20%20%22Sid%22%3A%20%22%22%2C%0A%20%20%20%20%20%20%22Effect%22%3A%20%22Allow%22%2C%0A%20%20%20%20%20%20%22Action%22%3A%20%5B%0A%20%20%20%20%20%20%20%20%22s3%3APutObject%22%2C%0A%20%20%20%20%20%20%20%20%22s3%3AListBucketMultipartUploads%22%2C%0A%20%20%20%20%20%20%20%20%22s3%3AListBucket%22%2C%0A%20%20%20%20%20%20%20%20%22s3%3AGetObject%22%2C%0A%20%20%20%20%20%20%20%20%22s3%3AGetBucketLocation%22%2C%0A%20%20%20%20%20%20%20%20%22s3%3AAbortMultipartUpload%22%0A%20%20%20%20%20%20%5D%2C%0A%20%20%20%20%20%20%22Resource%22%3A%20%5B%0A%20%20%20%20%20%20%20%20%22arn%3Aaws%3As3%3A%3A%3Aevcesandbox-us-east-1-priv-cw-vpcflow%2F%2A%22%2C%0A%20%20%20%20%20%20%20%20%22arn%3Aaws%3As3%3A%3A%3Aevcesandbox-us-east-1-priv-cw-vpcflow%22%0A%20%20%20%20%20%20%5D%0A%20%20%20%20%7D%2C%0A%20%20%20%20%7B%0A%20%20%20%20%20%20%22Sid%22%3A%20%22%22%2C%0A%20%20%20%20%20%20%22Effect%22%3A%20%22Allow%22%2C%0A%20%20%20%20%20%20%22Action%22%3A%20%5B%0A%20%20%20%20%20%20%20%20%22lambda%3AInvokeFunction%22%2C%0A%20%20%20%20%20%20%20%20%22lambda%3AGetFunctionConfiguration%22%0A%20%20%20%20%20%20%5D%2C%0A%20%20%20%20%20%20%22Resource%22%3A%20%22arn%3Aaws%3Alambda%3Aus-east-1%3A053210025230%3Afunction%3Aevcesandbox-us-east-1-cw-vpcflow-processor%3A%24LATEST%22%0A%20%20%20%20%7D%2C%0A%20%20%20%20%7B%0A%20%20%20%20%20%20%22Sid%22%3A%20%22%22%2C%0A%20%20%20%20%20%20%22Effect%22%3A%20%22Allow%22%2C%0A%20%20%20%20%20%20%22Action%22%3A%20%22logs%3APutLogEvents%22%2C%0A%20%20%20%20%20%20%22Resource%22%3A%20%22arn%3Aaws%3Alogs%3Aus-east-1%3A053210025230%3Alog-group%3A%2Faws%2Fkinesisfirehose%2Fevcesandbox-us-east-1-cw-vpcflow%3Alog-stream%3A%2A%22%0A%20%20%20%20%7D%0A%20%20%5D%0A%7D\\"",\\""versionId\\"":\\""v1\\"",\\""isDefaultVersion\\"":false,\\""createDate\\"":\\""2021-08-26T17:58:57.000Z\\""}]}"", ""supplementaryConfiguration"": {}}'}
",477591219415:/aws/lambda/dev-cidb2-reporter,2025/05/15/[$LATEST]1228a99da7e94fc9a203336f1bb10747
2025-05-15T21:22:32.456Z,"INIT_START Runtime Version: python:3.10.v73	Runtime Version ARN: arn:aws:lambda:us-east-1::runtime:079f18576591ba63f49e57bb4f49cf30f773a413dd0bd19c710a6099e6ebf8b5
",477591219415:/aws/lambda/dev-cidb2-reporter,2025/05/15/[$LATEST]d20e858462e34b8690dac6b3239b7c07
2025-05-15T21:22:32.777Z,"START RequestId: e1103a44-cb4f-5b92-9aa2-5ae4961bfd04 Version: $LATEST
",477591219415:/aws/lambda/dev-cidb2-reporter,2025/05/15/[$LATEST]d20e858462e34b8690dac6b3239b7c07
2025-05-15T21:22:32.780Z,"[INFO]	2025-05-15T21:22:32.780Z	e1103a44-cb4f-5b92-9aa2-5ae4961bfd04	{""message"": ""Starting Lambda execution"", ""timestamp"": ""2025-05-15T21:22:32.780574"", ""request_id"": ""c04dfcfa-ed61-409a-8147-0e7f5fb99e71"", ""execution_env"": ""AWS_Lambda_python3.10"", ""lambda_function"": ""cidb2_reporter""}
",477591219415:/aws/lambda/dev-cidb2-reporter,2025/05/15/[$LATEST]d20e858462e34b8690dac6b3239b7c07
2025-05-15T21:22:32.808Z,"[INFO]	2025-05-15T21:22:32.808Z	e1103a44-cb4f-5b92-9aa2-5ae4961bfd04	Found credentials in environment variables.
",477591219415:/aws/lambda/dev-cidb2-reporter,2025/05/15/[$LATEST]d20e858462e34b8690dac6b3239b7c07
2025-05-15T21:22:33.129Z,"[INFO]	2025-05-15T21:22:33.129Z	e1103a44-cb4f-5b92-9aa2-5ae4961bfd04	{""message"": ""Reading messages from Lambda Event"", ""timestamp"": ""2025-05-15T21:22:33.129172"", ""request_id"": ""c04dfcfa-ed61-409a-8147-0e7f5fb99e71""}
",477591219415:/aws/lambda/dev-cidb2-reporter,2025/05/15/[$LATEST]d20e858462e34b8690dac6b3239b7c07
2025-05-15T21:22:33.129Z,"[INFO]	2025-05-15T21:22:33.129Z	e1103a44-cb4f-5b92-9aa2-5ae4961bfd04	Processing batch of 25 SQS messages
",477591219415:/aws/lambda/dev-cidb2-reporter,2025/05/15/[$LATEST]d20e858462e34b8690dac6b3239b7c07
2025-05-15T21:22:33.130Z,"[INFO]	2025-05-15T21:22:33.130Z	e1103a44-cb4f-5b92-9aa2-5ae4961bfd04	Processed 25 messages across 1 services
",477591219415:/aws/lambda/dev-cidb2-reporter,2025/05/15/[$LATEST]d20e858462e34b8690dac6b3239b7c07
2025-05-15T21:22:33.130Z,"[INFO]	2025-05-15T21:22:33.130Z	e1103a44-cb4f-5b92-9aa2-5ae4961bfd04	{""message"": ""Received messages"", ""timestamp"": ""2025-05-15T21:22:33.130306"", ""request_id"": ""c04dfcfa-ed61-409a-8147-0e7f5fb99e71"", ""message_count"": 25}
",477591219415:/aws/lambda/dev-cidb2-reporter,2025/05/15/[$LATEST]d20e858462e34b8690dac6b3239b7c07
2025-05-15T21:22:33.130Z,"[INFO]	2025-05-15T21:22:33.130Z	e1103a44-cb4f-5b92-9aa2-5ae4961bfd04	{""message"": ""Processing messages for service"", ""timestamp"": ""2025-05-15T21:22:33.130402"", ""request_id"": ""c04dfcfa-ed61-409a-8147-0e7f5fb99e71"", ""service"": ""AWS::IAM::Policy"", ""message_count"": 25}
",477591219415:/aws/lambda/dev-cidb2-reporter,2025/05/15/[$LATEST]d20e858462e34b8690dac6b3239b7c07
2025-05-15T21:22:33.130Z,"[INFO]	2025-05-15T21:22:33.130Z	e1103a44-cb4f-5b92-9aa2-5ae4961bfd04	Starting to process batch of 25 messages for service AWS::IAM::Policy
",477591219415:/aws/lambda/dev-cidb2-reporter,2025/05/15/[$LATEST]d20e858462e34b8690dac6b3239b7c07
2025-05-15T21:22:33.151Z,"[INFO]	2025-05-15T21:22:33.151Z	e1103a44-cb4f-5b92-9aa2-5ae4961bfd04	Found credentials in environment variables.
",477591219415:/aws/lambda/dev-cidb2-reporter,2025/05/15/[$LATEST]d20e858462e34b8690dac6b3239b7c07
2025-05-15T21:22:33.677Z,"[INFO]	2025-05-15T21:22:33.676Z	e1103a44-cb4f-5b92-9aa2-5ae4961bfd04	csv row:{'Type': 'AWS::IAM::Policy', 'Arn': 'arn:aws:iam::053210025230:policy/dev-evregisterapp-us-east-2-secret-policy', 'Tags': '{""AppId"": ""MULT01"", ""PointOfContact"": ""ITAWSCoreServices@EatonVance.Com"", ""BusinessUnit"": ""Infrastructure"", ""SourceBranch"": ""N/A"", ""SOXBackup"": ""False"", ""DataType"": ""Public"", ""Environment"": ""dev"", ""Team"": ""AWS Core Services"", ""SourceRepo"": ""https://github.com/Eaton-Vance-Corp/multi-region-active-active"", ""BusinessOwner"": ""aswirski@eatonvance.com"", ""AppName"": ""evregisterapp""}', 'AWSConfig': '{""version"": ""1.3"", ""accountId"": ""053210025230"", ""configurationItemCaptureTime"": ""2025-05-05T21:19:50.661000+00:00"", ""configurationItemStatus"": ""OK"", ""configurationStateId"": ""1746479990661"", ""configurationItemMD5Hash"": """", ""arn"": ""arn:aws:iam::053210025230:policy/dev-evregisterapp-us-east-2-secret-policy"", ""resourceType"": ""AWS::IAM::Policy"", ""resourceId"": ""ANPAQYY4QRUHAM3TVUAUG"", ""resourceName"": ""dev-evregisterapp-us-east-2-secret-policy"", ""awsRegion"": ""global"", ""availabilityZone"": ""Not Applicable"", ""resourceCreationTime"": ""2023-06-07T04:12:52+00:00"", ""tags"": {}, ""relatedEvents"": [], ""relationships"": [], ""configuration"": ""{\\""policyName\\"":\\""dev-evregisterapp-us-east-2-secret-policy\\"",\\""policyId\\"":\\""ANPAQYY4QRUHAM3TVUAUG\\"",\\""arn\\"":\\""arn:aws:iam::053210025230:policy/dev-evregisterapp-us-east-2-secret-policy\\"",\\""path\\"":\\""/\\"",\\""defaultVersionId\\"":\\""v1\\"",\\""attachmentCount\\"":0,\\""permissionsBoundaryUsageCount\\"":0,\\""isAttachable\\"":true,\\""description\\"":null,\\""createDate\\"":\\""2023-06-07T04:12:52.000Z\\"",\\""updateDate\\"":\\""2023-06-07T04:12:52.000Z\\"",\\""policyVersionList\\"":[{\\""document\\"":\\""%7B%22Statement%22%3A%5B%7B%22Action%22%3A%22secretsmanager%3AGetSecretValue%22%2C%22Effect%22%3A%22Allow%22%2C%22Resource%22%3A%22arn%3Aaws%3Asecretsmanager%3Aus-east-2%3A053210025230%3Asecret%3A%2Fdev-evregisterapp-secret1%22%2C%22Sid%22%3A%22%22%7D%2C%7B%22Action%22%3A%5B%22dynamodb%3APurchaseReservedCapacityOfferings%22%2C%22dynamodb%3AListTables%22%2C%22dynamodb%3AListStreams%22%2C%22dynamodb%3AListImports%22%2C%22dynamodb%3AListGlobalTables%22%2C%22dynamodb%3AListExports%22%2C%22dynamodb%3AListContributorInsights%22%2C%22dynamodb%3AListBackups%22%2C%22dynamodb%3ADescribeReservedCapacityOfferings%22%2C%22dynamodb%3ADescribeReservedCapacity%22%2C%22dynamodb%3ADescribeLimits%22%2C%22dynamodb%3ADescribeEndpoints%22%5D%2C%22Effect%22%3A%22Allow%22%2C%22Resource%22%3A%22%2A%22%2C%22Sid%22%3A%22%22%7D%2C%7B%22Action%22%3A%5B%22dynamodb%3AUpdate%2A%22%2C%22dynamodb%3AQuery%22%2C%22dynamodb%3APutItem%22%5D%2C%22Effect%22%3A%22Allow%22%2C%22Resource%22%3A%5B%22arn%3Aaws%3Adynamodb%3Aus-east-2%3A053210025230%3Atable%2Fuserdata%22%2C%22arn%3Aaws%3Adynamodb%3Aus-east-1%3A053210025230%3Atable%2Fuserdata%22%2C%22arn%3Aaws%3Adynamodb%3Aus-east-1%3A053210025230%3Atable%2Fevregisterapp%22%2C%22arn%3Aaws%3Adynamodb%3A%3A053210025230%3Aglobal-table%2Fuserdata%22%2C%22arn%3Aaws%3Adynamodb%3A%3A053210025230%3Aglobal-table%2Fevregisterapp%22%5D%2C%22Sid%22%3A%22%22%7D%5D%2C%22Version%22%3A%222012-10-17%22%7D\\"",\\""versionId\\"":\\""v1\\"",\\""isDefaultVersion\\"":true,\\""createDate\\"":\\""2023-06-07T04:12:52.000Z\\""}]}"", ""supplementaryConfiguration"": {}}'}
",477591219415:/aws/lambda/dev-cidb2-reporter,2025/05/15/[$LATEST]d20e858462e34b8690dac6b3239b7c07
